id,nome,raca,caminho_imagem
61307542,Paleozoic Anomalocaris,Aqua,imagens\Aqua\61307542.jpg
36346532,Paleozoic Cambroraster,Aqua,imagens\Aqua\36346532.jpg
37649320,Paleozoic Opabinia,Aqua,imagens\Aqua\37649320.jpg
91397409,Penguin Brave,Aqua,imagens\Aqua\91397409.jpg
73640163,Penguin Cleric,Aqua,imagens\Aqua\73640163.jpg
36039163,Penguin Knight,Aqua,imagens\Aqua\36039163.jpg
41255165,Penguin Ninja,Aqua,imagens\Aqua\41255165.jpg
93920745,Penguin Soldier,Aqua,imagens\Aqua\93920745.jpg
14761450,Penguin Squire,Aqua,imagens\Aqua\14761450.jpg
17679043,Penguin Torpedo,Aqua,imagens\Aqua\17679043.jpg
53724621,Performapal Guitartle,Aqua,imagens\Aqua\53724621.jpg
23377694,Performapal Sellshell Crab,Aqua,imagens\Aqua\23377694.jpg
65195959,Performapal Stamp Turtle,Aqua,imagens\Aqua\65195959.jpg
4239451,Performapal Turn Toad,Aqua,imagens\Aqua\4239451.jpg
83682209,Piwraithe the Ghost Pirate,Aqua,imagens\Aqua\83682209.jpg
56840658,Poison Draw Frog,Aqua,imagens\Aqua\56840658.jpg
55725117,Prank-Kids Dropsies,Aqua,imagens\Aqua\55725117.jpg
70875686,Prank-Kids Rip-Roarin-Roaster,Aqua,imagens\Aqua\70875686.jpg
44509529,Prank-Kids Weather Washer,Aqua,imagens\Aqua\44509529.jpg
50088247,Prior of the Ice Barrier,Aqua,imagens\Aqua\50088247.jpg
7892180,Psychic Kappa,Aqua,imagens\Aqua\7892180.jpg
76442347,Puny Penguin,Aqua,imagens\Aqua\76442347.jpg
34568783,R-Genex Undine,Aqua,imagens\Aqua\34568783.jpg
79387392,Reactor Slime,Aqua,imagens\Aqua\79387392.jpg
65570596,Red Archery Girl,Aqua,imagens\Aqua\65570596.jpg
24892828,Returned of the Tistina,Aqua,imagens\Aqua\24892828.jpg
31709826,Revival Jam,Aqua,imagens\Aqua\31709826.jpg
12678870,Ritual Beast Ulti-Pettlephin,Aqua,imagens\Aqua\12678870.jpg
19066538,Roaring Ocean Snake,Aqua,imagens\Aqua\19066538.jpg
1357146,Ronintoadin,Aqua,imagens\Aqua\1357146.jpg
71746462,Sea Kamen,Aqua,imagens\Aqua\71746462.jpg
27527047,Secret Guards of the Ice Barrier,Aqua,imagens\Aqua\27527047.jpg
85448931,Sentinel of the Seas,Aqua,imagens\Aqua\85448931.jpg
86111442,Sentinel of the Tistina,Aqua,imagens\Aqua\86111442.jpg
2792265,Servant of Catabolism,Aqua,imagens\Aqua\2792265.jpg
31059809,Silent Sea Nettle,Aqua,imagens\Aqua\31059809.jpg
98649372,Skull Kraken,Aqua,imagens\Aqua\98649372.jpg
68638985,Slime Toad,Aqua,imagens\Aqua\68638985.jpg
84650463,Slushy,Aqua,imagens\Aqua\84650463.jpg
91133740,Snowman Eater,Aqua,imagens\Aqua\91133740.jpg
39767432,Sorcerer of Sebek,Aqua,imagens\Aqua\39767432.jpg
24514503,Soulicer Crystal,Aqua,imagens\Aqua\24514503.jpg
13890468,Spiritual Beast Pettlephin,Aqua,imagens\Aqua\13890468.jpg
65500515,Squirt Squid,Aqua,imagens\Aqua\65500515.jpg
8201910,Star Boy,Aqua,imagens\Aqua\8201910.jpg
44717069,Starfish,Aqua,imagens\Aqua\44717069.jpg
94942656,Stealth Kragen Spawn,Aqua,imagens\Aqua\94942656.jpg
63948258,Submarine Frog,Aqua,imagens\Aqua\63948258.jpg
20663556,Substitoad,Aqua,imagens\Aqua\20663556.jpg
1151281,Subterror Behemoth Phospheroglacier,Aqua,imagens\Aqua\1151281.jpg
98434877,Suijin,Aqua,imagens\Aqua\98434877.jpg
31259606,Supreme Sea Mare,Aqua,imagens\Aqua\31259606.jpg
9126351,Swap Frog,Aqua,imagens\Aqua\9126351.jpg
10456559,T.A.D.P.O.L.E.,Aqua,imagens\Aqua\10456559.jpg
50281477,Tainted of the Tistina,Aqua,imagens\Aqua\50281477.jpg
37961969,Tearlaments Havnis,Aqua,imagens\Aqua\37961969.jpg
92731385,Tearlaments Kitkallos,Aqua,imagens\Aqua\92731385.jpg
74078255,Tearlaments Merrli,Aqua,imagens\Aqua\74078255.jpg
84330567,Tearlaments Rulkallos,Aqua,imagens\Aqua\84330567.jpg
572850,Tearlaments Scheiren,Aqua,imagens\Aqua\572850.jpg
86304179,Tempura of Fortune - EBI,Aqua,imagens\Aqua\86304179.jpg
74952447,Testudo erat Numen,Aqua,imagens\Aqua\74952447.jpg
18710707,The Furious Sea King,Aqua,imagens\Aqua\18710707.jpg
6836211,The Great Emperor Penguin,Aqua,imagens\Aqua\6836211.jpg
98898173,The Melting Red Shadow,Aqua,imagens\Aqua\98898173.jpg
3912064,The Tripper Mercury,Aqua,imagens\Aqua\3912064.jpg
21727231,"Therion ""Reaper"" Fum",Aqua,imagens\Aqua\21727231.jpg
87676171,"Tistina, the Divinity that Defies Darkness",Aqua,imagens\Aqua\87676171.jpg
62671448,Toad Master,Aqua,imagens\Aqua\62671448.jpg
90809975,Toadally Awesome,Aqua,imagens\Aqua\90809975.jpg
65458948,Toon Mermaid,Aqua,imagens\Aqua\65458948.jpg
23408872,Tradetoad,Aqua,imagens\Aqua\23408872.jpg
12538374,Treeborn Frog,Aqua,imagens\Aqua\12538374.jpg
33184167,Tribe-Infecting Virus,Aqua,imagens\Aqua\33184167.jpg
84635192,Tsuru-Puru-Purun,Aqua,imagens\Aqua\84635192.jpg
72929454,Turtle Bird,Aqua,imagens\Aqua\72929454.jpg
17441953,Turtle Raccoon,Aqua,imagens\Aqua\17441953.jpg
37313348,Turtle Tiger,Aqua,imagens\Aqua\37313348.jpg
59053232,Turu-Purun,Aqua,imagens\Aqua\59053232.jpg
60589682,Twin Long Rods #1,Aqua,imagens\Aqua\60589682.jpg
29692206,Twin Long Rods #2,Aqua,imagens\Aqua\29692206.jpg
30464153,Uminotaurus,Aqua,imagens\Aqua\30464153.jpg
38180759,Unformed Void,Aqua,imagens\Aqua\38180759.jpg
56052205,Unifrog,Aqua,imagens\Aqua\56052205.jpg
94042337,Violent Rain,Aqua,imagens\Aqua\94042337.jpg
7736719,Vortex Trooper,Aqua,imagens\Aqua\7736719.jpg
91818544,WAKE CUP! Mocha,Aqua,imagens\Aqua\91818544.jpg
43797906,Warrior of Atlantis,Aqua,imagens\Aqua\43797906.jpg
3732747,Water Element,Aqua,imagens\Aqua\3732747.jpg
55014050,Water Girl,Aqua,imagens\Aqua\55014050.jpg
93343894,Water Magician,Aqua,imagens\Aqua\93343894.jpg
2483611,Water Omotics,Aqua,imagens\Aqua\2483611.jpg
487395,Water Spirit,Aqua,imagens\Aqua\487395.jpg
66836598,Waterdragon Fairy,Aqua,imagens\Aqua\66836598.jpg
72053645,Weather Report,Aqua,imagens\Aqua\72053645.jpg
96643568,Wetha,Aqua,imagens\Aqua\96643568.jpg
58475908,Wind-Up Snail,Aqua,imagens\Aqua\58475908.jpg
10132124,Wingtortoise,Aqua,imagens\Aqua\10132124.jpg
29380133,Yado Karu,Aqua,imagens\Aqua\29380133.jpg
51534754,Yomi Ship,Aqua,imagens\Aqua\51534754.jpg
57511992,Yorishiro of the Aqua,Aqua,imagens\Aqua\57511992.jpg
10598400,Zarigun,Aqua,imagens\Aqua\10598400.jpg
86100785,Zone Eater,Aqua,imagens\Aqua\86100785.jpg
18865703,ZW - Ultimate Shield,Aqua,imagens\Aqua\18865703.jpg
86988864,3-Hump Lacooda,Beast,imagens\Beast\86988864.jpg
24140059,A Cat of Ill Omen,Beast,imagens\Beast\24140059.jpg
18847598,Advanced Crystal Beast Amber Mammoth,Beast,imagens\Beast\18847598.jpg
19963185,Advanced Crystal Beast Amethyst Cat,Beast,imagens\Beast\19963185.jpg
71620241,Advanced Crystal Beast Sapphire Pegasus,Beast,imagens\Beast\71620241.jpg
72843899,Advanced Crystal Beast Topaz Tiger,Beast,imagens\Beast\72843899.jpg
64428736,Alligator's Sword,Beast,imagens\Beast\64428736.jpg
92998610,Aloof Lupine,Beast,imagens\Beast\92998610.jpg
77797992,"Alpacaribou, Mystical Beast of the Forest",Beast,imagens\Beast\77797992.jpg
73304257,"Alpha, the Master of Beasts",Beast,imagens\Beast\73304257.jpg
30829071,Amazement Ambassador Bufo,Beast,imagens\Beast\30829071.jpg
10928224,Amazoness Baby Tiger,Beast,imagens\Beast\10928224.jpg
68507541,Amazoness Pet Liger,Beast,imagens\Beast\68507541.jpg
59353647,Amazoness Pet Liger King,Beast,imagens\Beast\59353647.jpg
10979723,Amazoness Tiger,Beast,imagens\Beast\10979723.jpg
50781944,Ancient Crimson Ape,Beast,imagens\Beast\50781944.jpg
14015067,Ancient One of the Deep Forest,Beast,imagens\Beast\14015067.jpg
15013468,Andro Sphinx,Beast,imagens\Beast\15013468.jpg
41098335,Ape Fighter,Beast,imagens\Beast\41098335.jpg
31975743,Ape Magician,Beast,imagens\Beast\31975743.jpg
75889523,Archfiend Marmot of Nefariousness,Beast,imagens\Beast\75889523.jpg
16246527,Armored Rat,Beast,imagens\Beast\16246527.jpg
17170970,Armored White Bear,Beast,imagens\Beast\17170970.jpg
72714226,Assault Dog,Beast,imagens\Beast\72714226.jpg
65268179,Awakening of the Possessed - Nefariouser Archfiend,Beast,imagens\Beast\65268179.jpg
92729410,Baby Raccoon Ponpoko,Beast,imagens\Beast\92729410.jpg
28118128,Baby Raccoon Tantan,Beast,imagens\Beast\28118128.jpg
94670654,Baku the Beast Ninja,Beast,imagens\Beast\94670654.jpg
80447641,"Bat, the Forest Ninja",Beast,imagens\Beast\80447641.jpg
79480466,Bazoo the Soul Eater Beast,Beast,imagens\Beast\79480466.jpg
40133511,Bazoo the Soul-Eater,Beast,imagens\Beast\40133511.jpg
21362970,Beast Striker,Beast,imagens\Beast\21362970.jpg
13836592,Behemoth the King of a Hundred Battles,Beast,imagens\Beast\13836592.jpg
22996376,Behemoth the King of All Animals,Beast,imagens\Beast\22996376.jpg
39168895,Berserk Gorilla,Beast,imagens\Beast\39168895.jpg
58685438,Bicorn Re'em,Beast,imagens\Beast\58685438.jpg
42129512,Big Koala,Beast,imagens\Beast\42129512.jpg
59380081,Big-Tusked Mammoth,Beast,imagens\Beast\59380081.jpg
56562619,Black Dragon Ninja,Beast,imagens\Beast\56562619.jpg
78509901,Blade Garoodia the Cubic Beast,Beast,imagens\Beast\78509901.jpg
58268433,Blade Rabbit,Beast,imagens\Beast\58268433.jpg
34848821,Brigrand the Glory Dragon,Beast,imagens\Beast\34848821.jpg
6104968,Bubonic Vermin,Beast,imagens\Beast\6104968.jpg
42551040,Bujingi Boar,Beast,imagens\Beast\42551040.jpg
88940154,Bujingi Centipede,Beast,imagens\Beast\88940154.jpg
23857661,Bujingi Fox,Beast,imagens\Beast\23857661.jpg
59251766,Bujingi Hare,Beast,imagens\Beast\59251766.jpg
69723159,Bujingi Quilin,Beast,imagens\Beast\69723159.jpg
56574543,Bujingi Sinyou,Beast,imagens\Beast\56574543.jpg
5818294,Bujingi Turtle,Beast,imagens\Beast\5818294.jpg
80555062,Bujingi Warg,Beast,imagens\Beast\80555062.jpg
32202803,Bujingi Wolf,Beast,imagens\Beast\32202803.jpg
69380702,Bunilla,Beast,imagens\Beast\69380702.jpg
6297941,Burglar,Beast,imagens\Beast\6297941.jpg
4998619,Buster Gundil the Cubic Behemoth,Beast,imagens\Beast\4998619.jpg
85055821,"Carpiponica, Mystical Beast of the Forest",Beast,imagens\Beast\85055821.jpg
84224627,Cat Shark,Beast,imagens\Beast\84224627.jpg
96501677,Catnipped Kitty,Beast,imagens\Beast\96501677.jpg
96930127,Chain Dog,Beast,imagens\Beast\96930127.jpg
18993198,Chemicritter Oxy Ox,Beast,imagens\Beast\18993198.jpg
501000006,"Chimaera, the Master of Beasts",Beast,imagens\Beast\501000006.jpg
4796100,Chimera the Flying Mythical Beast,Beast,imagens\Beast\4796100.jpg
1769875,Chimera the King of Phantom Beasts,Beast,imagens\Beast\1769875.jpg
99902789,Chow Chow Chan,Beast,imagens\Beast\99902789.jpg
43751755,Chrysalis Pantail,Beast,imagens\Beast\43751755.jpg
8508055,Chu-Ske the Mouse Fighter,Beast,imagens\Beast\8508055.jpg
17129783,Constellar Leonis,Beast,imagens\Beast\17129783.jpg
78486968,Constellar Sheratan,Beast,imagens\Beast\78486968.jpg
67098897,Cooky★Yummy Way,Beast,imagens\Beast\67098897.jpg
68810435,Cooky☆Yummy,Beast,imagens\Beast\68810435.jpg
49144107,Creepy Coney,Beast,imagens\Beast\49144107.jpg
18861006,Crimson Firewing Pegasus,Beast,imagens\Beast\18861006.jpg
50277355,Cross-Sheep,Beast,imagens\Beast\50277355.jpg
28031913,Crusadia Leonis,Beast,imagens\Beast\28031913.jpg
9617996,Crusadia Regulex,Beast,imagens\Beast\9617996.jpg
69937550,Crystal Beast Amber Mammoth,Beast,imagens\Beast\69937550.jpg
32933942,Crystal Beast Amethyst Cat,Beast,imagens\Beast\32933942.jpg
7093411,Crystal Beast Sapphire Pegasus,Beast,imagens\Beast\7093411.jpg
95600067,Crystal Beast Topaz Tiger,Beast,imagens\Beast\95600067.jpg
31603289,Cupsie★Yummy Way,Beast,imagens\Beast\31603289.jpg
31425736,Cupsie☆Yummy,Beast,imagens\Beast\31425736.jpg
48148828,D.D. Crazy Beast,Beast,imagens\Beast\48148828.jpg
43316238,Danger! Bigfoot!,Beast,imagens\Beast\43316238.jpg
43694650,Danger!? Jackalope?,Beast,imagens\Beast\43694650.jpg
8634636,Dark Cat with White Tail,Beast,imagens\Beast\8634636.jpg
70187958,Dark Desertapir,Beast,imagens\Beast\70187958.jpg
41114306,Dark Garnex the Cubic Beast,Beast,imagens\Beast\41114306.jpg
9159938,Dark Gray,Beast,imagens\Beast\9159938.jpg
99261403,Dark Rabbit,Beast,imagens\Beast\99261403.jpg
59784896,Dark Zebra,Beast,imagens\Beast\59784896.jpg
10474647,Depresspard,Beast,imagens\Beast\10474647.jpg
78613627,Des Kangaroo,Beast,imagens\Beast\78613627.jpg
69579761,Des Koala,Beast,imagens\Beast\69579761.jpg
9637706,Des Wombat,Beast,imagens\Beast\9637706.jpg
13409151,Desertapir,Beast,imagens\Beast\13409151.jpg
42908201,Desmanian Devil,Beast,imagens\Beast\42908201.jpg
70583986,"Dewloren, Tiger King of the Ice Barrier",Beast,imagens\Beast\70583986.jpg
95169481,Diamond Dire Wolf,Beast,imagens\Beast\95169481.jpg
29948642,Dig Beak,Beast,imagens\Beast\29948642.jpg
18106132,Doll Monster Bear-Bear,Beast,imagens\Beast\18106132.jpg
94073244,"Donpa, Marksman Fur Hire",Beast,imagens\Beast\94073244.jpg
